text,threat_type,label
Kind clearly best quickly first would. attack Something true thousand measure art especially.,ddos,3
Scene feel church but. overload Meeting special surface they.,ddos,3
Share service position like value. virus Purpose check alone safe.,malware,2
Idea over officer play various that. phishing Our job real eye own.,phishing,1
Popular American adult former television.,normal,0
Race any trouble for follow federal.,normal,0
Stay discussion could produce member help wait.,normal,0
Party rule mouth several knowledge. virus Election no there life.,malware,2
Like operation down market.,normal,0
Light open level year. trojan Effort build view policy show.,malware,2
Free person page material even home cultural.,normal,0
Indicate improve situation by hair.,normal,0
Half lawyer write affect perhaps above season foot. virus Exist perform message expect live.,malware,2
Sign north condition part wear place. exploit Family anyone second family style.,malware,2
Wide support deep relate that quite music. phishing Nothing throw international during writer sing.,phishing,1
Other pass last fast. malicious file Course two kind sing.,malware,2
Item fact true garden learn. virus Law author plant tend situation.,malware,2
Painting reality material physical always staff treat. server down Fall policy trouble result side peace.,ddos,3
Still Mrs hotel line most which fly.,normal,0
Political happen serious help.,normal,0
Although behind little. DDoS Several trip throughout center.,ddos,3
Whether reality they hot century. phishing Church choose result and think.,phishing,1
Difficult respond imagine. encrypt files Employee someone media better second true local.,ransomware,4
Anything kitchen reality finally mind half name.,normal,0
Truth teach his explain like institution like. attack Understand day step worry leg together first.,ddos,3
Red recent if best look sort measure keep.,normal,0
Character another drug fly social something north.,normal,0
Dinner home someone green child reason such deep.,normal,0
Operation management prove consider really.,normal,0
Stand live person though. password Push baby event might mention their according.,phishing,1
Manager scene beyond surface.,normal,0
Paper build pay power marriage natural.,normal,0
Make sport accept society adult outside compare.,normal,0
Include pattern compare teacher hope structure song. payment Four position space money.,ransomware,4
Rock financial likely minute join scene win arrive. malware Leave ball television upon fly three.,malware,2
Outside important find style teach attorney top. trojan Develop let put institution part perhaps join.,malware,2
Community career yourself small.,normal,0
Toward culture letter front. password Born organization ability figure explain.,phishing,1
Movement professional far worker maybe traditional bar.,normal,0
Cut provide soon who wide water company.,normal,0
Offer try tree material reach plan.,normal,0
Similar news easy stop authority more. server down Media laugh without sound leave stuff activity.,ddos,3
Election idea draw. DDoS Gun of plan thank reveal.,ddos,3
Trouble find game tough it.,normal,0
Wide necessary bar seek. malicious file Either clear region throw moment.,malware,2
Forward meet return. exploit Natural there wide industry realize.,malware,2
Perhaps by kind down order. bitcoin Thought between western identify various science explain.,ransomware,4
Benefit agreement author change.,normal,0
Government year recently four color property. trojan Plant natural although your husband main staff.,malware,2
Skill week consumer interest. ransom Example song capital manager skill listen message.,ransomware,4
Former government song. botnet These rise with across worker true ball.,ddos,3
Mouth avoid center world.,normal,0
See gas real act. botnet Memory region test analysis common boy magazine.,ddos,3
Year available set might political everybody.,normal,0
Difficult tree five word important seat catch. distributed denial Cultural western image too town hold.,ddos,3
Participant season manager race building music professional pass. DDoS Design away few several voice stand else.,ddos,3
Material go happy face manage recent of well. ransom Still note church method conference set born.,ransomware,4
Might risk develop ask base politics. ransomware Expert tonight senior government trouble environmental.,ransomware,4
Job eye worry story.,normal,0
Fish big beyond arrive. password Toward year artist trial treat head machine.,phishing,1
Pick story son reflect edge enough nothing.,normal,0
Fear think travel stop kind north manager drop. attack Money per easy memory to leg.,ddos,3
Civil me hard.,normal,0
Report understand time mention job. bitcoin Open top discussion.,ransomware,4
Option when attack off.,normal,0
Its her maybe.,normal,0
Study knowledge treat mean. credentials Everyone develop pay structure law international.,phishing,1
Act blood hit happen how rest thousand.,normal,0
Grow plant model I character. credentials Structure story less anyone work here place.,phishing,1
